Date,Open,Close,High,Low,Volume
2014-11-19 00:00:00,23433.0,23313.0,23531.0,23310.0,47337
2014-11-20 00:00:00,23324.0,23284.0,23432.0,23217.0,47283
2014-11-21 00:00:00,23284.0,23414.0,23524.0,23194.0,52042
2014-11-24 00:00:00,23429.0,23895.0,23980.0,23429.0,55437
2014-11-25 00:00:00,23897.0,23907.0,23953.0,23827.0,38793
2014-11-26 00:00:00,23908.0,24167.0,24213.0,23832.0,45816
2014-11-27 00:00:00,24171.0,24029.0,24252.0,23998.0,12253
2014-11-28 00:00:00,24021.0,23980.0,24161.0,23916.0,44688
2014-12-01 00:00:00,23960.0,23294.0,24017.0,23254.0,76577
2014-12-02 00:00:00,23293.0,23684.0,23808.0,23201.0,72927
2014-12-03 00:00:00,23698.0,23433.0,23948.0,23352.0,74494
2014-12-04 00:00:00,23402.0,23828.0,23873.0,23399.0,73976
2014-12-05 00:00:00,23829.0,24081.0,24216.0,23750.0,93391
2014-12-08 00:00:00,24081.0,24027.0,24226.0,24012.0,51190
2014-12-09 00:00:00,24025.0,23493.0,24050.0,23384.0,83622
2014-12-10 00:00:00,23488.0,23497.0,23674.0,23270.0,64223
2014-12-11 00:00:00,23474.0,23363.0,23495.0,23130.0,64594
2014-12-12 00:00:00,23373.0,23182.0,23428.0,23182.0,47707
2014-12-15 00:00:00,23165.0,22966.0,23165.0,22812.0,53370
2014-12-16 00:00:00,22998.0,22603.0,23025.0,22600.0,66005
2014-12-17 00:00:00,22600.0,22594.0,22702.0,22405.0,56772
2014-12-18 00:00:00,22594.0,22791.0,22911.0,22558.0,59409
2014-12-19 00:00:00,22799.0,23159.0,23187.0,22799.0,49466
2014-12-22 00:00:00,23149.0,23450.0,23497.0,23100.0,56275
2014-12-23 00:00:00,23454.0,23364.0,23509.0,23285.0,39084
2014-12-24 00:00:00,23360.0,23400.0,23465.0,23320.0,22170
2014-12-29 00:00:00,23735.0,23827.0,23937.0,23716.0,42180
2014-12-30 00:00:00,23801.0,23574.0,23911.0,23567.0,8672
2014-12-31 00:00:00,23447.0,23649.0,23676.0,23419.0,16827
2015-01-02 00:00:00,23676.0,23816.0,23850.0,23628.0,30030
2015-01-05 00:00:00,23800.0,23762.0,24031.0,23576.0,57270
2015-01-06 00:00:00,23769.0,23440.0,23804.0,23283.0,62922
2015-01-07 00:00:00,23436.0,23655.0,23746.0,23301.0,62625
2015-01-08 00:00:00,23679.0,23835.0,23915.0,23635.0,47244
2015-01-09 00:00:00,23825.0,23929.0,24187.0,23825.0,61804
2015-01-12 00:00:00,23940.0,24049.0,24119.0,23897.0,46641
2015-01-13 00:00:00,24051.0,24248.0,24291.0,23900.0,52044
2015-01-14 00:00:00,24243.0,24136.0,24403.0,24053.0,58557
2015-01-15 00:00:00,24126.0,24408.0,24466.0,24001.0,56111
2015-01-16 00:00:00,24400.0,24224.0,24460.0,24102.0,52845
2015-01-19 00:00:00,24199.0,23771.0,24210.0,23604.0,74996
2015-01-20 00:00:00,23760.0,23969.0,23999.0,23660.0,54607
2015-01-21 00:00:00,23962.0,24305.0,24379.0,23946.0,62946
2015-01-22 00:00:00,24299.0,24580.0,24599.0,24268.0,53876
2015-01-23 00:00:00,24570.0,24930.0,24936.0,24570.0,54336
2015-01-26 00:00:00,24938.0,24862.0,24987.0,24756.0,41768
2015-01-27 00:00:00,24869.0,24778.0,25020.0,24684.0,58163
2015-01-28 00:00:00,24764.0,24878.0,25002.0,24609.0,53887
2015-01-29 00:00:00,24858.0,24596.0,24858.0,24568.0,7008
2015-01-30 00:00:00,24578.0,24535.0,24770.0,24454.0,48914
2015-02-02 00:00:00,24520.0,24504.0,24534.0,24350.0,44756
2015-02-03 00:00:00,24519.0,24537.0,24617.0,24311.0,57320
2015-02-04 00:00:00,24556.0,24656.0,24846.0,24556.0,53391
2015-02-05 00:00:00,24647.0,24770.0,25174.0,24620.0,62041
2015-02-06 00:00:00,24769.0,24622.0,24854.0,24616.0,39077
2015-02-09 00:00:00,24615.0,24513.0,24693.0,24427.0,46712
2015-02-10 00:00:00,24500.0,24528.0,24621.0,24396.0,39193
2015-02-11 00:00:00,24522.0,24320.0,24574.0,24244.0,52181
2015-02-12 00:00:00,24310.0,24450.0,24569.0,24233.0,46546
2015-02-13 00:00:00,24456.0,24728.0,24734.0,24434.0,42259
2015-02-16 00:00:00,24734.0,24754.0,24800.0,24707.0,519
2015-02-17 00:00:00,24750.0,24830.0,24892.0,24660.0,31835
2015-02-18 00:00:00,24815.0,24847.0,24894.0,24801.0,11036
2015-02-23 00:00:00,24980.0,24863.0,24986.0,24634.0,39972
2015-02-24 00:00:00,24854.0,24782.0,24854.0,24680.0,33286
2015-02-25 00:00:00,24784.0,24810.0,24900.0,24686.0,44660
2015-02-26 00:00:00,24809.0,24856.0,24950.0,24725.0,6218
2015-02-27 00:00:00,24830.0,24794.0,25048.0,24743.0,50436
2015-03-02 00:00:00,24777.0,24803.0,24987.0,24587.0,1305
2015-03-03 00:00:00,24806.0,24589.0,24869.0,24547.0,959
2015-03-04 00:00:00,24580.0,24347.0,24640.0,24317.0,31220
2015-03-05 00:00:00,24340.0,24140.0,24340.0,24071.0,32345
2015-03-06 00:00:00,24142.0,24108.0,24232.0,24056.0,25192
2015-03-09 00:00:00,24103.0,24070.0,24170.0,23881.0,29878
2015-03-10 00:00:00,24063.0,23870.0,24111.0,23805.0,31219
2015-03-11 00:00:00,23863.0,23646.0,23870.0,23635.0,28996
2015-03-12 00:00:00,23680.0,23755.0,23835.0,23588.0,29624
2015-03-13 00:00:00,23741.0,23761.0,23885.0,23716.0,23495
2015-03-16 00:00:00,23750.0,23950.0,23967.0,23655.0,27504
2015-03-17 00:00:00,23968.0,23868.0,24052.0,23749.0,28624
2015-03-18 00:00:00,23862.0,24130.0,24221.0,23800.0,33582
2015-03-19 00:00:00,24131.0,24517.0,24533.0,24096.0,32755
2015-03-20 00:00:00,24514.0,24411.0,24532.0,24362.0,25560
2015-03-23 00:00:00,24403.0,24482.0,24569.0,24403.0,28017
2015-03-24 00:00:00,24476.0,24423.0,24515.0,24298.0,29627
2015-03-25 00:00:00,24442.0,24571.0,24647.0,24407.0,31582
2015-03-26 00:00:00,24565.0,24518.0,24620.0,24366.0,30708
2015-03-27 00:00:00,24505.0,24546.0,24577.0,24408.0,25294
2015-03-30 00:00:00,24532.0,24867.0,24882.0,24498.0,5305
2015-03-31 00:00:00,24857.0,24949.0,25054.0,24848.0,31147
2015-04-01 00:00:00,24963.0,25100.0,25140.0,24860.0,29315
2015-04-02 00:00:00,25110.0,25216.0,25338.0,25103.0,27360
2015-04-08 00:00:00,25222.0,26244.0,26293.0,25195.0,49792
2015-04-09 00:00:00,26244.0,27073.0,27999.0,26244.0,74125
2015-04-10 00:00:00,27080.0,27300.0,27630.0,26878.0,51746
2015-04-13 00:00:00,27355.0,28030.0,28125.0,27191.0,52659
2015-04-14 00:00:00,28073.0,27572.0,28205.0,27492.0,46205
2015-04-15 00:00:00,27549.0,27619.0,27862.0,27456.0,46607
2015-04-16 00:00:00,27645.0,27736.0,27841.0,27470.0,35483
2015-04-17 00:00:00,27732.0,27680.0,27994.0,27617.0,41816
2015-04-20 00:00:00,27681.0,27139.0,27931.0,26935.0,53914
2015-04-21 00:00:00,27140.0,27879.0,27987.0,27113.0,45373
2015-04-22 00:00:00,27875.0,27807.0,28093.0,27708.0,44380
2015-04-23 00:00:00,27801.0,27799.0,28215.0,27706.0,44383
2015-04-24 00:00:00,27814.0,28033.0,28095.0,27582.0,46048
2015-04-27 00:00:00,28071.0,28410.0,28621.0,28058.0,45114
2015-04-28 00:00:00,28448.0,28433.0,28510.0,28230.0,38518
2015-04-29 00:00:00,28442.0,28337.0,28490.0,28230.0,4389
2015-04-30 00:00:00,28399.0,28105.0,28418.0,27932.0,40524
2015-05-04 00:00:00,28149.0,28156.0,28358.0,27951.0,32554
2015-05-05 00:00:00,28160.0,27781.0,28298.0,27502.0,47209
2015-05-06 00:00:00,27790.0,27669.0,28033.0,27513.0,44044
2015-05-07 00:00:00,27684.0,27202.0,27693.0,27133.0,39236
2015-05-08 00:00:00,27180.0,27510.0,27624.0,27000.0,37208
2015-05-11 00:00:00,27515.0,27632.0,27832.0,27495.0,31837
2015-05-12 00:00:00,27623.0,27329.0,27714.0,27313.0,31479
2015-05-13 00:00:00,27307.0,27188.0,27476.0,27106.0,34437
2015-05-14 00:00:00,27185.0,27230.0,27300.0,27056.0,30367
2015-05-15 00:00:00,27266.0,27864.0,27930.0,27239.0,44478
2015-05-18 00:00:00,27868.0,27510.0,27925.0,27345.0,35953
2015-05-19 00:00:00,27510.0,27679.0,27697.0,27424.0,31894
2015-05-20 00:00:00,27678.0,27466.0,27719.0,27404.0,31837
2015-05-21 00:00:00,27466.0,27593.0,27624.0,27358.0,30937
2015-05-22 00:00:00,27585.0,27982.0,28060.0,27551.0,39165
2015-05-26 00:00:00,27984.0,28296.0,28560.0,27984.0,41501
2015-05-27 00:00:00,28307.0,28066.0,28458.0,28027.0,29322
2015-05-28 00:00:00,28080.0,27605.0,28178.0,27555.0,5749
2015-05-29 00:00:00,27118.0,27164.0,27315.0,26947.0,41237
2015-06-01 00:00:00,27175.0,27230.0,27551.0,26996.0,39837
2015-06-02 00:00:00,27211.0,27179.0,27370.0,27090.0,36901
2015-06-03 00:00:00,27139.0,27369.0,27520.0,27078.0,36204
2015-06-04 00:00:00,27348.0,27450.0,27660.0,26638.0,66636
2015-06-05 00:00:00,27468.0,27011.0,27468.0,26988.0,42801
2015-06-08 00:00:00,27020.0,27035.0,27210.0,26810.0,35148
2015-06-09 00:00:00,27042.0,26734.0,27103.0,26705.0,38960
2015-06-10 00:00:00,26734.0,26382.0,26880.0,26287.0,44011
2015-06-11 00:00:00,26400.0,26749.0,26750.0,26357.0,30579
2015-06-12 00:00:00,26730.0,27128.0,27182.0,26720.0,31676
2015-06-15 00:00:00,27130.0,26599.0,27144.0,26586.0,31380
2015-06-16 00:00:00,26591.0,26278.0,26648.0,26272.0,35161
2015-06-17 00:00:00,26281.0,26539.0,26688.0,26167.0,36028
2015-06-18 00:00:00,26551.0,26491.0,26700.0,26342.0,34916
2015-06-19 00:00:00,26481.0,26640.0,26790.0,26416.0,38121
2015-06-22 00:00:00,26625.0,26929.0,26996.0,26591.0,21420
2015-06-23 00:00:00,26943.0,27287.0,27316.0,26887.0,45980
2015-06-24 00:00:00,27283.0,27278.0,27336.0,27180.0,26148
2015-06-25 00:00:00,27279.0,27140.0,27371.0,27059.0,28284
2015-06-26 00:00:00,27151.0,26733.0,27158.0,26417.0,50750
2015-06-29 00:00:00,26708.0,26002.0,26723.0,25853.0,7385
2015-06-30 00:00:00,25917.0,26204.0,26496.0,25870.0,48171
2015-07-02 00:00:00,26210.0,26330.0,26437.0,26083.0,36496
2015-07-03 00:00:00,26313.0,26011.0,26418.0,25898.0,43632
2015-07-06 00:00:00,26005.0,25284.0,26358.0,24725.0,73552
2015-07-07 00:00:00,25261.0,25025.0,25477.0,24843.0,58123
2015-07-08 00:00:00,25019.0,23176.0,25023.0,22714.0,88270
2015-07-09 00:00:00,23175.0,24458.0,24686.0,23132.0,71840
2015-07-10 00:00:00,24456.0,24899.0,24963.0,24418.0,52100
2015-07-13 00:00:00,24908.0,25174.0,25240.0,24521.0,50828
2015-07-14 00:00:00,25185.0,25008.0,25238.0,24840.0,38594
2015-07-15 00:00:00,25037.0,25030.0,25181.0,24811.0,36374
2015-07-16 00:00:00,25051.0,25067.0,25132.0,24800.0,32894
2015-07-17 00:00:00,25078.0,25421.0,25485.0,25047.0,31779
2015-07-20 00:00:00,25418.0,25389.0,25544.0,25261.0,30825
2015-07-21 00:00:00,25399.0,25518.0,25620.0,25285.0,32141
2015-07-22 00:00:00,25500.0,25233.0,25528.0,25140.0,28101
2015-07-23 00:00:00,25202.0,25384.0,25508.0,25180.0,26134
2015-07-24 00:00:00,25375.0,25160.0,25405.0,25018.0,30675
2015-07-27 00:00:00,25170.0,24346.0,25170.0,24245.0,46380
2015-07-28 00:00:00,24339.0,24469.0,24987.0,24011.0,56592
2015-07-29 00:00:00,24473.0,24609.0,24716.0,24417.0,28293
2015-07-30 00:00:00,24625.0,24656.0,24863.0,24588.0,4252
2015-07-31 00:00:00,24416.0,24526.0,24722.0,24360.0,26878
2015-08-03 00:00:00,24525.0,24278.0,24690.0,24112.0,33050
2015-08-04 00:00:00,24281.0,24264.0,24479.0,24144.0,29320
2015-08-05 00:00:00,24265.0,24469.0,24527.0,24254.0,22802
2015-08-06 00:00:00,24475.0,24310.0,24617.0,24230.0,27065
2015-08-07 00:00:00,24312.0,24450.0,24589.0,24120.0,29035
2015-08-10 00:00:00,24472.0,24399.0,24548.0,23980.0,35351
2015-08-11 00:00:00,24404.0,24390.0,24825.0,24315.0,35206
2015-08-12 00:00:00,24408.0,23713.0,24408.0,23713.0,42059
2015-08-13 00:00:00,23711.0,24040.0,24073.0,23613.0,32583
2015-08-14 00:00:00,24053.0,23953.0,24122.0,23903.0,21139
2015-08-17 00:00:00,23943.0,23787.0,24020.0,23663.0,26709
2015-08-18 00:00:00,23795.0,23440.0,23992.0,23401.0,36103
2015-08-19 00:00:00,23448.0,23074.0,23526.0,23065.0,43171
2015-08-20 00:00:00,23070.0,22666.0,23160.0,22514.0,47276
2015-08-21 00:00:00,22643.0,22488.0,22650.0,22102.0,48527
2015-08-24 00:00:00,22468.0,21128.0,22500.0,21077.0,69100
2015-08-25 00:00:00,21153.0,21575.0,21856.0,20072.0,83826
2015-08-26 00:00:00,21630.0,21113.0,22433.0,21014.0,63596
2015-08-27 00:00:00,21115.0,21795.0,21994.0,20962.0,46184
2015-08-28 00:00:00,21782.0,21965.0,22249.0,21768.0,5262
2015-08-31 00:00:00,21505.0,21468.0,21648.0,21229.0,46199
2015-09-01 00:00:00,21467.0,20879.0,21554.0,20866.0,44979
2015-09-02 00:00:00,20862.0,20699.0,21190.0,20614.0,53299
2015-09-04 00:00:00,20675.0,20612.0,20999.0,20539.0,35968
2015-09-07 00:00:00,20600.0,20427.0,20980.0,20379.0,44082
2015-09-08 00:00:00,20390.0,21307.0,21363.0,20352.0,56412
2015-09-09 00:00:00,21309.0,21971.0,22176.0,21252.0,66716
2015-09-10 00:00:00,21965.0,21474.0,22088.0,21374.0,45626
2015-09-11 00:00:00,21463.0,21375.0,21840.0,21330.0,43445
2015-09-14 00:00:00,21350.0,21473.0,21685.0,21260.0,41964
2015-09-15 00:00:00,21484.0,21333.0,21585.0,21305.0,35304
2015-09-16 00:00:00,21333.0,21980.0,22074.0,21287.0,51612
2015-09-17 00:00:00,21997.0,21730.0,22198.0,21608.0,59198
2015-09-18 00:00:00,21724.0,22084.0,22101.0,21678.0,51458
2015-09-21 00:00:00,22030.0,21681.0,22059.0,21456.0,47041
2015-09-22 00:00:00,21691.0,21592.0,22128.0,21572.0,50676
2015-09-23 00:00:00,21580.0,21313.0,21612.0,20944.0,71196
2015-09-24 00:00:00,21340.0,21181.0,21459.0,21008.0,59498
2015-09-25 00:00:00,21165.0,21223.0,21329.0,20785.0,59530
2015-09-29 00:00:00,21265.0,20476.0,21372.0,20365.0,8594
2015-09-30 00:00:00,20500.0,20793.0,20918.0,20433.0,55589
2015-10-02 00:00:00,20825.0,21507.0,21528.0,20821.0,47855
2015-10-05 00:00:00,21517.0,21846.0,21979.0,21239.0,49557
2015-10-06 00:00:00,21856.0,21764.0,22149.0,21682.0,49992
2015-10-07 00:00:00,21780.0,22473.0,22492.0,21729.0,62366
2015-10-08 00:00:00,22482.0,22415.0,22649.0,22151.0,57414
2015-10-09 00:00:00,22370.0,22403.0,22788.0,22326.0,68109
2015-10-12 00:00:00,22405.0,22658.0,22759.0,22396.0,56820
2015-10-13 00:00:00,22654.0,22511.0,22768.0,22442.0,67254
2015-10-14 00:00:00,22502.0,22466.0,22597.0,22314.0,62063
2015-10-15 00:00:00,22451.0,22911.0,22928.0,22416.0,76415
2015-10-16 00:00:00,22919.0,23100.0,23132.0,22880.0,58166
2015-10-19 00:00:00,23124.0,23041.0,23166.0,22875.0,61320
2015-10-20 00:00:00,23035.0,22930.0,23053.0,22805.0,61037
2015-10-22 00:00:00,22915.0,22869.0,22990.0,22710.0,60901
2015-10-23 00:00:00,22850.0,23178.0,23289.0,22838.0,64035
2015-10-26 00:00:00,23177.0,23043.0,23538.0,23036.0,63177
2015-10-27 00:00:00,23044.0,23070.0,23150.0,22894.0,62119
2015-10-28 00:00:00,23096.0,22978.0,23130.0,22927.0,47427
2015-10-29 00:00:00,22995.0,22895.0,23095.0,22850.0,5732
2015-10-30 00:00:00,22751.0,22684.0,22848.0,22608.0,65887
2015-11-02 00:00:00,22694.0,22357.0,22694.0,22230.0,66606
2015-11-03 00:00:00,22367.0,22580.0,22677.0,22363.0,54534
2015-11-04 00:00:00,22588.0,23115.0,23347.0,22498.0,97013
2015-11-05 00:00:00,23115.0,22966.0,23240.0,22915.0,77696
2015-11-06 00:00:00,22968.0,22737.0,23054.0,22708.0,65806
2015-11-09 00:00:00,22737.0,22608.0,22951.0,22549.0,70705
2015-11-10 00:00:00,22608.0,22372.0,22613.0,22243.0,76387
2015-11-11 00:00:00,22370.0,22359.0,22428.0,22195.0,76811
2015-11-12 00:00:00,22366.0,22909.0,22988.0,22301.0,95461
2015-11-13 00:00:00,22898.0,22319.0,22945.0,22257.0,82689
2015-11-16 00:00:00,22315.0,22041.0,22338.0,21818.0,68418
2015-11-17 00:00:00,22050.0,22270.0,22488.0,22021.0,79756
2015-11-18 00:00:00,22298.0,22137.0,22394.0,22111.0,70511
2015-11-19 00:00:00,22137.0,22484.0,22574.0,22101.0,69373
2015-11-20 00:00:00,22476.0,22761.0,22822.0,22423.0,62089
2015-11-23 00:00:00,22760.0,22695.0,22882.0,22617.0,68731
2015-11-24 00:00:00,22685.0,22524.0,22768.0,22405.0,68952
2015-11-25 00:00:00,22511.0,22494.0,22633.0,22301.0,63424
2015-11-26 00:00:00,22495.0,22525.0,23055.0,22435.0,53409
2015-11-27 00:00:00,22531.0,22212.0,22658.0,22190.0,7194
2015-11-30 00:00:00,22003.0,21909.0,22167.0,21856.0,84908
2015-12-01 00:00:00,21925.0,22388.0,22489.0,21906.0,84309
2015-12-02 00:00:00,22386.0,22483.0,22576.0,22305.0,77832
2015-12-03 00:00:00,22486.0,22417.0,22518.0,22255.0,69997
2015-12-04 00:00:00,22425.0,22152.0,22521.0,22047.0,67539
2015-12-07 00:00:00,22154.0,22280.0,22388.0,22101.0,52332
2015-12-08 00:00:00,22280.0,21823.0,22318.0,21710.0,70743
2015-12-09 00:00:00,21824.0,21778.0,21850.0,21552.0,62738
2015-12-10 00:00:00,21765.0,21628.0,21895.0,21608.0,66635
2015-12-11 00:00:00,21621.0,21387.0,21743.0,21385.0,70191
2015-12-14 00:00:00,21381.0,21310.0,21381.0,20985.0,86271
2015-12-15 00:00:00,21288.0,21331.0,21409.0,21101.0,67250
2015-12-16 00:00:00,21339.0,21738.0,21770.0,21338.0,66119
2015-12-17 00:00:00,21728.0,21824.0,22009.0,21685.0,76128
2015-12-18 00:00:00,21838.0,21787.0,21986.0,21590.0,73336
2015-12-21 00:00:00,21785.0,21784.0,21852.0,21564.0,62448
2015-12-22 00:00:00,21785.0,21817.0,21915.0,21704.0,49493
2015-12-23 00:00:00,21815.0,22100.0,22123.0,21731.0,63574
2015-12-24 00:00:00,22095.0,22140.0,22297.0,22080.0,24476
2015-12-28 00:00:00,22112.0,21862.0,22186.0,21832.0,49156
2015-12-29 00:00:00,21854.0,22058.0,22060.0,21813.0,39222
2015-12-30 00:00:00,22070.0,21918.0,22156.0,21903.0,5787
2015-12-31 00:00:00,21905.0,21910.0,22007.0,21818.0,23794
2016-01-04 00:00:00,21807.0,21123.0,21857.0,21114.0,86930
2016-01-05 00:00:00,21138.0,21140.0,21409.0,21020.0,88238
2016-01-06 00:00:00,21137.0,20857.0,21250.0,20855.0,85956
2016-01-07 00:00:00,20852.0,20349.0,20878.0,20258.0,112659
2016-01-08 00:00:00,20328.0,20401.0,20620.0,20050.0,93723
2016-01-11 00:00:00,20435.0,19943.0,20498.0,19820.0,92894
2016-01-12 00:00:00,19970.0,19698.0,20120.0,19656.0,86836
2016-01-13 00:00:00,19718.0,20059.0,20229.0,19684.0,92696
2016-01-14 00:00:00,20059.0,19817.0,20080.0,19468.0,98091
2016-01-15 00:00:00,19798.0,19468.0,19827.0,19454.0,93587
2016-01-18 00:00:00,19430.0,19277.0,19442.0,19048.0,95874
2016-01-19 00:00:00,19272.0,19611.0,19647.0,19145.0,101717
2016-01-20 00:00:00,19609.0,18847.0,19725.0,18762.0,118567
2016-01-21 00:00:00,18836.0,18751.0,19260.0,18530.0,121732
2016-01-22 00:00:00,18692.0,19091.0,19155.0,18591.0,107162
2016-01-25 00:00:00,19106.0,19244.0,19505.0,19106.0,84609
2016-01-26 00:00:00,19229.0,18901.0,19288.0,18785.0,90838
2016-01-27 00:00:00,18896.0,19010.0,19279.0,18872.0,87759
2016-01-28 00:00:00,19028.0,19095.0,19230.0,18997.0,8920
2016-01-29 00:00:00,19264.0,19727.0,19738.0,19031.0,106833
2016-02-01 00:00:00,19700.0,19465.0,19748.0,19406.0,81442
2016-02-02 00:00:00,19478.0,19440.0,19609.0,19320.0,80005
2016-02-03 00:00:00,19430.0,18978.0,19430.0,18733.0,85550
2016-02-04 00:00:00,19000.0,19156.0,19357.0,18713.0,71043
2016-02-05 00:00:00,19161.0,19313.0,19409.0,19050.0,59571
2016-02-11 00:00:00,19309.0,18375.0,19350.0,18270.0,49989
2016-02-12 00:00:00,18364.0,18372.0,18484.0,18037.0,55933
2016-02-15 00:00:00,18365.0,18834.0,18932.0,18334.0,65422
2016-02-16 00:00:00,18874.0,19141.0,19272.0,18848.0,74338
2016-02-17 00:00:00,19149.0,18913.0,19307.0,18895.0,125299
2016-02-18 00:00:00,18916.0,19297.0,19451.0,18916.0,107830
2016-02-19 00:00:00,19292.0,19332.0,19412.0,19190.0,98258
2016-02-22 00:00:00,19326.0,19476.0,19546.0,19145.0,119888
2016-02-23 00:00:00,19447.0,19416.0,19578.0,19312.0,138050
2016-02-24 00:00:00,19429.0,19153.0,19493.0,19074.0,150267
2016-02-25 00:00:00,19144.0,18912.0,19209.0,18829.0,129403
2016-02-26 00:00:00,18898.0,19225.0,19276.0,18884.0,11336
2016-02-29 00:00:00,19349.0,19058.0,19496.0,18960.0,106668
2016-03-01 00:00:00,19052.0,19325.0,19325.0,18993.0,123540
2016-03-02 00:00:00,19327.0,19890.0,19995.0,19287.0,126488
2016-03-03 00:00:00,19900.0,19861.0,20063.0,19758.0,113664
2016-03-04 00:00:00,19860.0,20100.0,20184.0,19826.0,122835
2016-03-07 00:00:00,20105.0,20141.0,20298.0,20063.0,105975
2016-03-08 00:00:00,20116.0,19952.0,20199.0,19880.0,114413
2016-03-09 00:00:00,19945.0,19989.0,20070.0,19813.0,97135
2016-03-10 00:00:00,19984.0,20002.0,20196.0,19898.0,119380
2016-03-11 00:00:00,20009.0,20237.0,20247.0,19837.0,122363
2016-03-14 00:00:00,20221.0,20417.0,20498.0,20183.0,103893
2016-03-15 00:00:00,20399.0,20298.0,20448.0,20260.0,92409
