Date,latest_hidden_post_prob,occurence_latest_hidden_state,total_hist_next_day_observation_given_state,win_rate,cond_next_daily_ret_mean
2002-01-07,0.9999999999998863,57,-0.14329885222945737,0.5535714285714286,-0.002773661692339669
2002-01-14,1.0,58,-0.12876312094948883,0.543859649122807,-0.0024723050739557553
2002-01-21,1.0,59,-0.1517572139053911,0.5517241379310345,-0.002822881489830138
2002-01-28,1.0,60,-0.16131609149233572,0.559322033898305,-0.0029231064419223732
2002-02-04,1.0,61,-0.156467806318064,0.55,-0.002801904247843549
2002-02-11,1.0,62,-0.19114703276816325,0.5573770491803278,-0.003317371592584419
2002-02-18,1.0,63,-0.17528361130742276,0.5483870967741935,-0.0030046782928625565
2002-02-25,1.0,64,-0.1822867688370513,0.5555555555555556,-0.003063119048330391
2002-03-04,1.0,65,-0.17754337719398805,0.546875,-0.002945429214721487
2002-03-11,1.0,66,-0.1382943149588467,0.5384615384615384,-0.002299225411507971
2002-03-18,1.0,67,-0.1258743248519547,0.5303030303030303,-0.0020815117745260647
2002-03-25,0.9999999999998863,68,-0.12819667512850863,0.5373134328358209,-0.002083022666375562
2002-04-01,0.9999999999974989,69,-0.1575186680057481,0.5441176470588235,-0.0024776394841549932
2002-04-08,0.9999999999985221,70,-0.14464105027055751,0.5362318840579711,-0.0022589908844472804
2002-04-15,1.0,71,-0.1633489809122297,0.5428571428571428,-0.002488280254127785
2002-04-22,1.0,72,-0.1837640725582732,0.5492957746478874,-0.002741005458607398
2002-04-29,1.0,73,-0.17898668855174815,0.5416666666666666,-0.002636961529679532
2002-05-06,1.0,73,-0.2588311815624289,0.5555555555555556,-0.003138284137956455
2002-05-13,1.0,75,-0.23005996026522535,0.5540540540540541,-0.003239209662429193
2002-05-20,0.9999999999998863,76,-0.2094784654119639,0.5466666666666666,-0.0029216788850190863
2002-05-27,0.9999999999997726,77,-0.19348881003142004,0.5394736842105263,-0.0026594531349821145
2002-06-03,1.0,78,-0.2008980080400784,0.5454545454545454,-0.002711656422752555
2002-06-10,1.0,78,-0.2823539831702524,0.5584415584415584,-0.0031804520627966744
2002-06-17,1.0,79,-0.2919513995197578,0.5641025641025641,-0.003253314252859694
2002-06-24,1.0,80,-0.2866971151985336,0.5569620253164557,-0.003140907424208563
2002-07-01,1.0,81,-0.3295350387329039,0.5625,-0.0036203653726225907
2002-07-08,1.0,82,-0.35408028496174815,0.5679012345679012,-0.003874652496371802
2002-07-15,1.0,83,-0.3455174986396825,0.5609756097560976,-0.0037225673564376277
2002-07-22,1.0,84,-0.40786253264728334,0.5662650602409639,-0.004410664158542339
2002-07-29,1.0,85,-0.5208622927500643,0.5714285714285714,-0.005680572747464573
2002-08-05,1.0,86,-0.42874509561202867,0.5647058823529412,-0.0045624301574730105
2002-08-12,1.0,88,-0.46219253584538755,0.5632183908045977,-0.005384122858353662
2002-08-19,1.0,89,-0.38253699128866003,0.5568181818181818,-0.004413348928824664
2002-08-26,0.9998826416468728,16,0.14323352912834064,0.6666666666666666,0.00021755720762396642
2002-09-02,0.9976937017281844,32,0.09953187140436803,0.5161290322580645,-0.003318186695042406
2002-09-09,0.9990918064337424,33,0.06532288922357132,0.5,-0.004211546590266981
2002-09-16,0.9997873303007985,19,0.09171324094238997,0.5555555555555556,-0.0021475509851065625
2002-09-23,0.9999956630034291,20,0.07849158816749302,0.5263157894736842,-0.00231430841191398
2002-09-30,0.9999998744730271,21,0.011908600980834905,0.5,-0.004948310448770623
2002-10-07,0.9999998537504204,22,-0.0104333906102827,0.5238095238095238,-0.005816337532144364
2002-10-14,0.9999999823425015,20,-0.05322299614219883,0.5789473684210527,-0.005242534639670385
2002-10-21,0.9999999998825615,21,0.015851337157065437,0.45,-0.0018411777736643954
2002-10-28,0.9999987709491783,22,0.08282019570618804,0.47619047619047616,0.0012101835121370432
2002-11-04,0.999992728128924,23,0.0722164588653067,0.45454545454545453,0.000719609987959384
2002-11-11,0.9999995380485346,24,0.09236636448663926,0.4782608695652174,0.0014353447707472764
2002-11-18,0.9999999799134687,25,0.05631958959815542,0.4583333333333333,0.0001283165867811028
2002-11-25,0.9999999944595857,26,0.08353129159367967,0.48,0.0011736896012283164
2002-12-02,0.999999928660034,27,0.1190024748734686,0.5,0.0024152756524634653
2002-12-09,0.9999988650908637,28,0.1207803849255038,0.5185185185185185,0.0024272631200699347
2002-12-16,0.99999990995298,29,0.07420275704378732,0.5,0.0007686065914721901
2002-12-23,0.9999999865962081,30,0.09462071463724975,0.5172413793103449,0.0014331033500445958
2002-12-30,0.9999999962068387,31,0.08021603661190113,0.5,0.0010118699928915265
2003-01-06,0.9999999999760121,32,0.05996512635866669,0.4838709677419355,0.0004539393942759431
2003-01-13,0.9999999999399733,33,0.1148561380311941,0.5,0.002166377173763049
2003-01-20,0.999999615160465,34,0.11189160781730045,0.48484848484848486,0.0020261363633551667
2003-01-27,0.9999999518283869,35,0.08510724482963461,0.47058823529411764,0.0012542775003542093
2003-02-03,0.9999999491610665,36,0.02300384161047475,0.45714285714285713,-0.00046936267933670166
2003-02-10,0.9999999981372412,37,0.038041046010360624,0.4722222222222222,-1.5107435642277451e-05
2003-02-17,0.9999999626426195,38,0.009329316688021727,0.4594594594594595,-0.0007236604735926285
2003-02-24,0.9999999966893256,39,0.008036621597002025,0.4473684210526316,-0.000682237266267256
2003-03-03,0.9999999997643272,39,0.11826571843888622,0.4473684210526316,-0.0006573155152942359
2003-03-10,0.9999999999988631,40,0.1209405357400577,0.46153846153846156,-0.000540684177276471
